,Attrition_Flag,Age,Gender,Dependent_Count,Education,Marital_Status,Income,Card_Category,Months_On_Book,Total_Relationship_Count,Months_Inactive,Contacts_Count,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio
4342,Existing Customer,51.0,M,3,Unknown,Married,$80K - $120K,Blue,32,6,3.0,1.0,1817.0,885,932.0,0.621,3400.0,67.0,0.675,0.48700000000000004
4343,Attrited Customer,47.0,F,3,Graduate,Unknown,Unknown,Blue,33,1,3.0,4.0,3443.0,0,3443.0,0.8320000000000001,2505.0,45.0,0.452,0.0
4344,Attrited Customer,51.0,F,2,Post-Graduate,Single,Less than $40K,Blue,36,3,3.0,3.0,4281.0,0,4281.0,0.447,1723.0,44.0,0.375,0.0
4345,Existing Customer,56.0,F,2,Unknown,Married,Less than $40K,Blue,36,5,3.0,3.0,2029.0,974,1055.0,0.624,4170.0,73.0,0.5529999999999999,0.48
4346,Existing Customer,33.0,F,3,Graduate,Married,Unknown,Blue,15,5,3.0,2.0,1438.3,1055,383.3,0.9009999999999999,4208.0,67.0,0.675,0.7340000000000001
4347,Existing Customer,52.0,M,2,High School,Single,$80K - $120K,Blue,44,3,2.0,4.0,28186.0,1308,26878.0,0.679,2853.0,64.0,0.73,0.046
4348,Existing Customer,46.0,F,3,Unknown,Married,Unknown,Silver,41,6,3.0,2.0,34516.0,0,34516.0,0.8959999999999999,3722.0,72.0,0.7559999999999999,0.0
4349,Existing Customer,46.0,F,4,Uneducated,Single,Unknown,Blue,36,5,1.0,4.0,3818.0,0,3818.0,0.885,4272.0,71.0,0.578,0.0
4350,Existing Customer,40.0,F,4,High School,Married,$40K - $60K,Blue,28,4,1.0,3.0,11494.0,1160,10334.0,0.46299999999999997,3353.0,86.0,0.593,0.10099999999999999
4351,Existing Customer,49.0,M,2,High School,Married,$80K - $120K,Blue,32,4,1.0,3.0,28142.0,762,27380.0,0.982,3676.0,47.0,1.35,0.027000000000000003
4352,Existing Customer,40.0,F,4,Post-Graduate,Married,Less than $40K,Blue,36,4,1.0,3.0,2316.0,1510,806.0,0.5539999999999999,3471.0,63.0,0.75,0.652
4353,Existing Customer,43.0,M,3,College,Single,$40K - $60K,Blue,33,5,2.0,4.0,10533.0,1689,8844.0,0.359,3651.0,69.0,0.605,0.16
4354,Existing Customer,48.0,M,4,Graduate,Married,$80K - $120K,Blue,41,4,2.0,1.0,14322.0,0,14322.0,0.602,3993.0,75.0,0.531,0.0
4355,Existing Customer,50.0,M,3,Graduate,Married,$120K +,Blue,38,5,2.0,4.0,34516.0,1662,32854.0,0.504,3806.0,76.0,0.9,0.048
4356,Existing Customer,48.0,M,4,High School,Married,$80K - $120K,Blue,36,5,1.0,2.0,6798.0,2517,4281.0,0.873,4327.0,79.0,0.8809999999999999,0.37
4357,Existing Customer,46.0,F,3,Graduate,Married,Unknown,Blue,39,3,3.0,4.0,1438.3,0,1438.3,0.6459999999999999,4111.0,62.0,0.55,0.0
4358,Attrited Customer,46.0,M,1,Graduate,Single,$60K - $80K,Blue,37,2,3.0,4.0,2445.0,848,1597.0,0.7709999999999999,2216.0,39.0,0.56,0.34700000000000003
4359,Existing Customer,51.0,F,3,Graduate,Single,$40K - $60K,Blue,36,3,3.0,4.0,2585.0,1847,738.0,0.627,3480.0,64.0,0.6,0.715
4360,Existing Customer,52.0,F,2,Post-Graduate,Single,Unknown,Blue,42,3,2.0,3.0,1438.3,0,1438.3,0.607,4102.0,78.0,0.857,0.0
4361,Existing Customer,46.0,F,3,High School,Married,Less than $40K,Blue,38,4,2.0,2.0,1781.0,1315,466.0,0.7040000000000001,4775.0,83.0,0.7290000000000001,0.738
4362,Attrited Customer,42.0,M,4,Unknown,Married,$40K - $60K,Blue,36,2,3.0,5.0,1606.0,0,1606.0,0.87,2628.0,41.0,0.64,0.0
4363,Existing Customer,42.0,F,4,Graduate,Married,Less than $40K,Blue,28,5,2.0,4.0,2205.0,1245,960.0,0.925,4921.0,90.0,0.8,0.565
4364,Existing Customer,49.0,F,3,Graduate,Married,Unknown,Blue,39,5,3.0,0.0,2270.0,1647,623.0,0.759,4110.0,75.0,0.9229999999999999,0.726
4365,Existing Customer,44.0,F,2,Uneducated,Single,Less than $40K,Blue,37,5,2.0,3.0,2568.0,1875,693.0,0.578,4254.0,85.0,0.735,0.73
4366,Attrited Customer,55.0,F,1,Uneducated,Single,Less than $40K,Blue,49,3,4.0,3.0,3292.0,0,3292.0,0.48200000000000004,2222.0,54.0,0.636,0.0
4367,Attrited Customer,54.0,F,1,College,Unknown,Less than $40K,Silver,43,6,3.0,4.0,10797.0,1252,9545.0,0.489,1739.0,38.0,0.226,0.11599999999999999
4368,Existing Customer,46.0,M,0,Uneducated,Single,$60K - $80K,Silver,36,6,3.0,2.0,30501.0,2030,28471.0,0.56,2525.0,45.0,0.5,0.067
4369,Existing Customer,45.0,F,2,Graduate,Married,Less than $40K,Blue,34,5,3.0,1.0,5371.0,1499,3872.0,0.737,3282.0,66.0,0.65,0.27899999999999997
4370,Existing Customer,37.0,M,3,High School,Unknown,$80K - $120K,Blue,28,5,4.0,4.0,13441.0,0,13441.0,0.513,4207.0,80.0,0.7020000000000001,0.0
4371,Existing Customer,52.0,M,3,Graduate,Single,$60K - $80K,Blue,36,4,2.0,2.0,9137.0,1729,7408.0,0.9740000000000001,4626.0,77.0,0.75,0.18899999999999997
4372,Attrited Customer,45.0,F,2,Graduate,Married,Less than $40K,Blue,40,6,3.0,3.0,5848.0,2517,3331.0,0.561,2000.0,32.0,0.28,0.43
4373,Existing Customer,47.0,M,2,Graduate,Single,$120K +,Blue,41,3,2.0,4.0,10614.0,784,9830.0,0.73,4601.0,77.0,0.638,0.07400000000000001
4374,Existing Customer,42.0,F,2,College,Unknown,Unknown,Blue,32,3,3.0,4.0,4035.0,1003,3032.0,0.583,4589.0,89.0,0.648,0.249
4375,Existing Customer,59.0,F,0,Graduate,Single,$40K - $60K,Blue,48,4,1.0,2.0,4205.0,710,3495.0,0.504,2023.0,38.0,0.727,0.16899999999999998
4376,Existing Customer,46.0,F,2,Graduate,Single,Less than $40K,Blue,36,6,2.0,3.0,2586.0,2196,390.0,0.693,3944.0,78.0,0.857,0.8490000000000001
4377,Existing Customer,41.0,F,3,Unknown,Unknown,Less than $40K,Blue,28,3,2.0,2.0,7234.0,1420,5814.0,0.539,4466.0,92.0,0.736,0.196
4378,Existing Customer,57.0,M,2,Graduate,Single,$120K +,Silver,51,6,3.0,4.0,34516.0,1417,33099.0,0.966,4303.0,77.0,0.638,0.040999999999999995
4379,Existing Customer,35.0,M,1,Graduate,Unknown,$80K - $120K,Blue,24,4,2.0,3.0,21114.0,0,21114.0,0.6970000000000001,3534.0,56.0,1.0,0.0
4380,Existing Customer,53.0,M,1,Unknown,Married,$40K - $60K,Blue,48,4,1.0,3.0,2522.0,1704,818.0,0.988,4697.0,73.0,0.698,0.6759999999999999
4381,Existing Customer,37.0,M,1,Graduate,Single,$80K - $120K,Blue,24,6,3.0,4.0,11309.0,0,11309.0,0.474,4809.0,71.0,0.479,0.0
4382,Attrited Customer,43.0,M,3,Graduate,Married,$120K +,Blue,31,2,4.0,1.0,13883.0,783,13100.0,0.7490000000000001,1871.0,32.0,0.684,0.055999999999999994
4383,Existing Customer,43.0,M,3,Graduate,Unknown,$60K - $80K,Blue,31,5,1.0,2.0,13448.0,0,13448.0,0.667,5067.0,62.0,0.722,0.0
4384,Existing Customer,55.0,M,1,Uneducated,Single,$60K - $80K,Silver,46,4,2.0,4.0,25991.0,0,25991.0,0.639,2996.0,62.0,0.879,0.0
4385,Existing Customer,52.0,F,0,Graduate,Single,Less than $40K,Blue,36,5,1.0,2.0,2537.0,1097,1440.0,0.8740000000000001,4964.0,84.0,0.909,0.4320000000000001
4386,Existing Customer,46.0,M,4,High School,Single,$40K - $60K,Blue,36,5,2.0,2.0,1438.3,794,644.3,0.807,3895.0,67.0,0.5579999999999999,0.552
4387,Attrited Customer,40.0,F,2,Uneducated,Married,Unknown,Blue,36,3,2.0,3.0,13019.0,0,13019.0,0.48700000000000004,1484.0,33.0,0.435,0.0
4388,Attrited Customer,53.0,F,1,College,Married,$40K - $60K,Blue,48,2,2.0,3.0,3339.0,0,3339.0,0.6940000000000001,2432.0,48.0,0.6,0.0
4389,Existing Customer,49.0,M,3,Uneducated,Divorced,$80K - $120K,Blue,37,6,3.0,3.0,28390.0,1141,27249.0,0.919,4631.0,76.0,0.9490000000000001,0.04
4390,Existing Customer,44.0,M,2,Graduate,Unknown,$80K - $120K,Blue,33,3,2.0,3.0,23665.0,1624,22041.0,0.574,4190.0,87.0,0.706,0.069
4391,Existing Customer,46.0,M,3,Graduate,Single,$40K - $60K,Blue,36,4,2.0,3.0,1438.3,0,1438.3,0.951,4374.0,71.0,0.775,0.0
4392,Existing Customer,43.0,F,4,High School,Unknown,Less than $40K,Blue,36,5,2.0,4.0,2459.0,1127,1332.0,0.765,4343.0,83.0,0.8859999999999999,0.45799999999999996
4393,Attrited Customer,28.0,F,1,Graduate,Single,Less than $40K,Blue,36,4,2.0,5.0,1624.0,0,1624.0,0.299,1897.0,35.0,0.25,0.0
4394,Existing Customer,49.0,F,3,Uneducated,Married,$40K - $60K,Blue,40,6,2.0,3.0,8900.0,1700,7200.0,0.9059999999999999,4710.0,70.0,0.556,0.191
4395,Existing Customer,48.0,F,4,Graduate,Single,Unknown,Blue,41,5,3.0,2.0,5239.0,1172,4067.0,0.825,4241.0,61.0,0.968,0.22399999999999998
4396,Existing Customer,42.0,F,3,High School,Married,Less than $40K,Blue,36,4,3.0,1.0,9351.0,1482,7869.0,0.46399999999999997,5099.0,60.0,0.7140000000000001,0.158
4397,Existing Customer,43.0,F,4,Graduate,Married,Less than $40K,Blue,38,4,2.0,2.0,2655.0,1650,1005.0,0.701,4025.0,62.0,0.59,0.621
4398,Existing Customer,51.0,M,2,Post-Graduate,Married,$120K +,Blue,45,5,2.0,1.0,3173.0,2517,656.0,0.708,4030.0,73.0,0.622,0.7929999999999999
4399,Existing Customer,48.0,M,3,Post-Graduate,Divorced,$60K - $80K,Blue,35,5,2.0,1.0,6243.0,1331,4912.0,0.8,3502.0,57.0,1.036,0.213
4400,Existing Customer,37.0,F,1,High School,Single,Unknown,Blue,36,3,2.0,3.0,6730.0,1093,5637.0,1.01,4814.0,89.0,0.8540000000000001,0.162
4401,Existing Customer,40.0,F,3,Uneducated,Married,Less than $40K,Blue,29,4,1.0,2.0,2490.0,2225,265.0,0.5660000000000001,3339.0,71.0,0.5429999999999999,0.894
4402,Attrited Customer,51.0,F,2,Uneducated,Single,Less than $40K,Blue,36,2,3.0,3.0,1746.0,1107,639.0,0.539,1907.0,47.0,0.621,0.634
4403,Existing Customer,44.0,M,2,Graduate,Married,$60K - $80K,Blue,36,3,1.0,2.0,4141.0,1424,2717.0,0.574,3512.0,65.0,0.47700000000000004,0.344
4404,Existing Customer,58.0,F,2,Uneducated,Divorced,Less than $40K,Silver,46,6,1.0,4.0,11684.0,653,11031.0,0.622,4900.0,61.0,0.743,0.055999999999999994
4405,Existing Customer,47.0,F,2,Graduate,Single,Less than $40K,Blue,36,3,1.0,2.0,2363.0,494,1869.0,0.736,3887.0,71.0,0.6509999999999999,0.209
4406,Attrited Customer,48.0,M,4,Uneducated,Single,$80K - $120K,Silver,43,2,3.0,4.0,34516.0,0,34516.0,0.6709999999999999,1626.0,28.0,0.4,0.0
4407,Existing Customer,46.0,M,3,Graduate,Unknown,$60K - $80K,Silver,40,6,3.0,2.0,28829.0,0,28829.0,0.46299999999999997,4540.0,78.0,0.56,0.0
4408,Existing Customer,33.0,F,2,High School,Single,$40K - $60K,Blue,28,3,2.0,3.0,1438.3,746,692.3,0.9129999999999999,4415.0,77.0,0.878,0.519
4409,Existing Customer,47.0,F,2,High School,Married,Less than $40K,Blue,34,4,2.0,4.0,2730.0,1970,760.0,0.848,3841.0,69.0,0.865,0.722
4410,Existing Customer,55.0,F,2,High School,Married,Less than $40K,Blue,36,5,1.0,4.0,1994.0,1175,819.0,0.794,4455.0,82.0,0.547,0.589
4411,Existing Customer,48.0,M,3,Uneducated,Married,$80K - $120K,Blue,42,4,3.0,3.0,9727.0,1626,8101.0,1.006,3543.0,62.0,0.6759999999999999,0.16699999999999998
4412,Existing Customer,41.0,M,4,Uneducated,Divorced,$60K - $80K,Silver,36,4,2.0,3.0,33771.0,0,33771.0,0.7909999999999999,3819.0,75.0,0.8290000000000001,0.0
4413,Existing Customer,39.0,M,0,Doctorate,Single,$60K - $80K,Blue,33,6,2.0,0.0,10452.0,1120,9332.0,0.802,3592.0,79.0,0.795,0.107
4414,Attrited Customer,45.0,F,4,Unknown,Single,Less than $40K,Blue,32,3,3.0,4.0,2858.0,0,2858.0,1.058,2611.0,43.0,0.483,0.0
4415,Existing Customer,46.0,M,3,Uneducated,Married,$40K - $60K,Blue,36,4,2.0,4.0,4707.0,1121,3586.0,0.604,3188.0,71.0,0.6509999999999999,0.23800000000000002
4416,Existing Customer,49.0,F,1,Graduate,Single,Less than $40K,Blue,44,5,2.0,1.0,3537.0,0,3537.0,0.763,4726.0,78.0,0.8140000000000001,0.0
4418,Existing Customer,46.0,F,4,Graduate,Married,Less than $40K,Blue,35,6,3.0,1.0,3072.0,1611,1461.0,0.682,3992.0,57.0,0.727,0.524
4419,Existing Customer,48.0,M,3,High School,Unknown,Less than $40K,Blue,38,4,3.0,3.0,8892.0,889,8003.0,0.67,4900.0,89.0,0.745,0.1
4420,Attrited Customer,52.0,M,3,Graduate,Married,$120K +,Blue,36,1,2.0,3.0,3841.0,2517,1324.0,0.841,2680.0,51.0,0.545,0.655
4421,Existing Customer,37.0,F,0,Graduate,Divorced,$40K - $60K,Blue,28,4,3.0,1.0,1920.0,0,1920.0,0.688,4715.0,81.0,0.841,0.0
4422,Existing Customer,42.0,M,3,High School,Unknown,Less than $40K,Blue,31,4,2.0,4.0,7802.0,1885,5917.0,0.643,4212.0,75.0,0.7440000000000001,0.242
4423,Existing Customer,48.0,F,4,Graduate,Single,Less than $40K,Blue,35,3,2.0,2.0,1705.0,1192,513.0,0.763,4862.0,41.0,0.242,0.6990000000000001
4424,Attrited Customer,52.0,F,2,Doctorate,Married,$40K - $60K,Blue,43,3,2.0,4.0,1822.0,1605,217.0,0.7559999999999999,2538.0,39.0,0.696,0.8809999999999999
4425,Existing Customer,45.0,F,3,Unknown,Single,Unknown,Blue,32,6,3.0,4.0,9294.0,2000,7294.0,0.637,4431.0,82.0,0.6729999999999999,0.215
4426,Existing Customer,40.0,M,2,High School,Married,$120K +,Blue,27,5,3.0,1.0,12248.0,1323,10925.0,0.882,4806.0,91.0,0.8959999999999999,0.10800000000000001
4427,Existing Customer,39.0,F,4,Uneducated,Single,$40K - $60K,Blue,34,4,2.0,2.0,10264.0,803,9461.0,0.802,4003.0,74.0,0.721,0.078
4428,Existing Customer,42.0,M,3,Graduate,Single,$40K - $60K,Silver,36,3,2.0,3.0,15069.0,1843,13226.0,0.84,3464.0,67.0,0.5579999999999999,0.122
4429,Attrited Customer,41.0,F,4,High School,Divorced,$40K - $60K,Blue,37,3,2.0,3.0,4650.0,204,4446.0,0.685,2014.0,54.0,0.8,0.044000000000000004
4430,Existing Customer,53.0,F,2,Graduate,Single,Less than $40K,Blue,48,3,2.0,2.0,3685.0,0,3685.0,0.762,4012.0,59.0,0.639,0.0
4431,Existing Customer,49.0,F,2,High School,Divorced,$40K - $60K,Blue,33,4,2.0,1.0,7231.0,2517,4714.0,0.865,3912.0,67.0,0.763,0.348
4432,Existing Customer,44.0,M,4,Unknown,Married,$60K - $80K,Blue,32,4,1.0,1.0,10007.0,1586,8421.0,0.9209999999999999,4309.0,77.0,0.711,0.158
4433,Existing Customer,52.0,M,4,Uneducated,Married,$60K - $80K,Blue,39,5,1.0,3.0,2641.0,1584,1057.0,0.809,4279.0,67.0,0.718,0.6
4434,Existing Customer,29.0,F,1,High School,Single,Less than $40K,Blue,20,4,2.0,1.0,3095.0,1488,1607.0,0.924,4642.0,92.0,0.878,0.48100000000000004
4435,Attrited Customer,48.0,F,4,High School,Married,Less than $40K,Blue,37,1,2.0,3.0,3607.0,0,3607.0,0.504,2013.0,35.0,0.45799999999999996,0.0
4436,Existing Customer,36.0,F,2,Uneducated,Single,Unknown,Blue,23,3,1.0,0.0,1954.0,1179,775.0,0.867,3896.0,67.0,0.718,0.603
4437,Existing Customer,45.0,M,3,High School,Unknown,$60K - $80K,Blue,27,6,2.0,3.0,21317.0,0,21317.0,0.833,3814.0,67.0,1.03,0.0
4438,Attrited Customer,41.0,M,3,Graduate,Single,$80K - $120K,Blue,37,3,3.0,3.0,19402.0,0,19402.0,0.58,1937.0,51.0,0.594,0.0
4439,Existing Customer,45.0,M,4,Graduate,Single,$80K - $120K,Blue,36,6,3.0,1.0,8063.0,1485,6578.0,0.872,4275.0,77.0,0.833,0.184
4440,Existing Customer,40.0,F,2,Graduate,Unknown,$40K - $60K,Blue,32,6,2.0,2.0,3097.0,2409,688.0,0.912,4624.0,86.0,0.87,0.778
4441,Attrited Customer,48.0,F,3,Graduate,Unknown,Less than $40K,Blue,44,3,3.0,2.0,1438.3,0,1438.3,0.736,2054.0,46.0,0.586,0.0
4442,Existing Customer,43.0,F,5,Uneducated,Single,Less than $40K,Blue,39,3,2.0,4.0,3161.0,2424,737.0,0.617,4307.0,66.0,0.784,0.767
4443,Attrited Customer,38.0,F,3,Uneducated,Single,$40K - $60K,Blue,30,3,2.0,3.0,2435.0,2432,3.0,0.12,1460.0,32.0,0.10300000000000001,0.9990000000000001
4444,Existing Customer,59.0,F,0,Unknown,Single,Less than $40K,Blue,40,5,2.0,2.0,1845.0,1076,769.0,1.016,4319.0,76.0,0.551,0.583
4445,Attrited Customer,49.0,F,3,College,Married,Less than $40K,Blue,41,3,3.0,3.0,1603.0,749,854.0,0.733,2644.0,43.0,0.483,0.467
4446,Existing Customer,39.0,F,5,College,Single,Less than $40K,Blue,30,4,1.0,2.0,4710.0,1869,2841.0,0.858,4719.0,91.0,0.655,0.397
4447,Attrited Customer,50.0,F,2,Uneducated,Single,Unknown,Blue,41,2,3.0,2.0,2751.0,2253,498.0,0.4970000000000001,2108.0,40.0,0.48100000000000004,0.8190000000000001
4448,Existing Customer,38.0,F,1,High School,Married,Less than $40K,Blue,28,6,4.0,3.0,1438.3,0,1438.3,0.767,4815.0,81.0,0.653,0.0
4449,Existing Customer,52.0,M,2,High School,Married,$60K - $80K,Blue,45,5,1.0,4.0,24287.0,1676,22611.0,0.506,5495.0,69.0,0.816,0.069
4450,Existing Customer,42.0,F,5,Graduate,Married,Less than $40K,Blue,18,6,1.0,1.0,1694.0,1074,620.0,0.78,3857.0,70.0,0.75,0.634
4451,Attrited Customer,50.0,F,1,High School,Single,Less than $40K,Blue,36,4,2.0,5.0,1457.0,0,1457.0,0.493,1441.0,39.0,0.39299999999999996,0.0
4452,Existing Customer,33.0,M,3,Unknown,Divorced,Unknown,Blue,27,6,1.0,3.0,25045.0,0,25045.0,1.018,3444.0,52.0,0.9259999999999999,0.0
4453,Existing Customer,52.0,F,3,Graduate,Unknown,$40K - $60K,Blue,45,5,2.0,0.0,10859.0,1710,9149.0,0.9740000000000001,3987.0,64.0,0.8290000000000001,0.157
4454,Existing Customer,45.0,M,3,High School,Married,$40K - $60K,Silver,33,3,2.0,1.0,16928.0,1519,15409.0,0.894,3355.0,66.0,0.8859999999999999,0.09
4455,Existing Customer,37.0,M,2,High School,Single,$40K - $60K,Blue,30,6,3.0,4.0,4297.0,0,4297.0,0.797,4310.0,76.0,0.767,0.0
4456,Existing Customer,42.0,M,3,Uneducated,Single,$60K - $80K,Blue,30,4,2.0,3.0,8302.0,1294,7008.0,0.5579999999999999,3221.0,66.0,0.61,0.156
4457,Existing Customer,43.0,F,2,Uneducated,Unknown,Less than $40K,Blue,39,5,3.0,3.0,2734.0,2517,217.0,0.7,4457.0,86.0,0.955,0.9209999999999999
4458,Existing Customer,40.0,M,3,Graduate,Divorced,$80K - $120K,Blue,31,4,2.0,3.0,27374.0,1509,25865.0,0.8029999999999999,4231.0,60.0,0.7140000000000001,0.055
4459,Existing Customer,43.0,F,2,Uneducated,Married,Unknown,Blue,38,6,3.0,1.0,2960.0,1853,1107.0,0.9490000000000001,3921.0,63.0,0.853,0.626
4460,Existing Customer,54.0,M,3,Doctorate,Single,$60K - $80K,Blue,41,4,2.0,3.0,9110.0,0,9110.0,0.662,2999.0,75.0,0.7859999999999999,0.0
4461,Existing Customer,42.0,F,4,Uneducated,Married,Less than $40K,Blue,35,4,3.0,1.0,1539.0,0,1539.0,0.9440000000000001,4793.0,71.0,0.614,0.0
4462,Existing Customer,39.0,F,2,Graduate,Married,$40K - $60K,Blue,36,4,2.0,4.0,1947.0,1160,787.0,1.227,4496.0,71.0,1.29,0.596
4463,Existing Customer,45.0,F,3,Unknown,Unknown,$40K - $60K,Blue,36,6,1.0,2.0,2667.0,1551,1116.0,0.672,4883.0,85.0,0.735,0.5820000000000001
4464,Existing Customer,54.0,F,3,College,Single,Less than $40K,Blue,45,5,1.0,4.0,3062.0,2039,1023.0,1.057,4037.0,71.0,0.821,0.6659999999999999
4465,Existing Customer,47.0,F,3,Post-Graduate,Single,$40K - $60K,Blue,36,6,5.0,0.0,3114.0,1059,2055.0,0.78,4342.0,62.0,0.7709999999999999,0.34
4466,Existing Customer,54.0,M,1,Uneducated,Single,$60K - $80K,Blue,48,5,2.0,3.0,14948.0,2158,12790.0,0.8440000000000001,3094.0,56.0,1.0,0.14400000000000002
4467,Attrited Customer,49.0,F,0,Doctorate,Unknown,Less than $40K,Blue,37,5,2.0,3.0,1749.0,0,1749.0,1.006,2510.0,38.0,0.40700000000000003,0.0
4468,Existing Customer,44.0,M,3,Unknown,Married,$40K - $60K,Blue,36,4,2.0,1.0,2534.0,1706,828.0,0.7929999999999999,3965.0,57.0,1.111,0.6729999999999999
4469,Existing Customer,46.0,F,3,College,Single,Less than $40K,Blue,36,5,2.0,2.0,2503.0,2373,130.0,0.6970000000000001,4647.0,65.0,0.8059999999999999,0.948
4470,Existing Customer,38.0,F,3,High School,Married,Less than $40K,Blue,31,4,3.0,2.0,1854.0,0,1854.0,0.885,5245.0,89.0,0.7120000000000001,0.0
4471,Existing Customer,43.0,F,2,Graduate,Married,Less than $40K,Blue,35,3,1.0,3.0,4092.0,622,3470.0,0.775,5001.0,88.0,0.4920000000000001,0.152
4472,Existing Customer,62.0,M,1,Graduate,Single,$60K - $80K,Blue,54,4,1.0,4.0,13284.0,607,12677.0,0.857,4942.0,76.0,0.652,0.046
4473,Existing Customer,59.0,F,0,Graduate,Single,Less than $40K,Blue,53,6,3.0,4.0,4830.0,1469,3361.0,0.634,3365.0,63.0,0.75,0.304
4474,Attrited Customer,45.0,F,2,Graduate,Married,Less than $40K,Blue,25,3,2.0,3.0,5911.0,916,4995.0,0.47100000000000003,1656.0,31.0,0.722,0.155
4475,Existing Customer,53.0,F,1,College,Single,Unknown,Blue,44,3,2.0,2.0,11012.0,1328,9684.0,0.617,3793.0,86.0,0.654,0.121
4476,Existing Customer,43.0,M,4,Graduate,Single,$60K - $80K,Blue,24,5,3.0,2.0,19188.0,0,19188.0,0.45299999999999996,4366.0,69.0,0.816,0.0
4477,Existing Customer,44.0,F,3,Uneducated,Single,Unknown,Blue,31,4,2.0,3.0,18056.0,940,17116.0,0.629,4473.0,72.0,0.6,0.052000000000000005
4478,Existing Customer,50.0,F,2,Uneducated,Single,Less than $40K,Blue,37,6,5.0,2.0,1438.3,754,684.3,0.74,4457.0,69.0,0.6829999999999999,0.524
4479,Existing Customer,31.0,F,0,High School,Married,Less than $40K,Blue,13,5,2.0,3.0,3201.0,984,2217.0,0.639,5155.0,77.0,0.925,0.307
4480,Existing Customer,50.0,F,4,High School,Married,$40K - $60K,Blue,36,6,1.0,1.0,1479.0,1004,475.0,0.8270000000000001,5116.0,75.0,0.9740000000000001,0.679
4481,Existing Customer,38.0,F,4,Graduate,Married,Less than $40K,Blue,30,5,1.0,2.0,3144.0,2216,928.0,0.741,4717.0,75.0,0.562,0.705
4482,Existing Customer,58.0,M,1,College,Single,$80K - $120K,Blue,45,5,3.0,4.0,1854.0,1480,374.0,0.853,3292.0,73.0,0.9209999999999999,0.7979999999999999
4483,Attrited Customer,49.0,M,5,Uneducated,Unknown,$60K - $80K,Blue,43,3,3.0,3.0,1960.0,0,1960.0,0.493,2253.0,39.0,0.345,0.0
4484,Existing Customer,37.0,M,3,Uneducated,Unknown,$80K - $120K,Blue,36,4,2.0,3.0,9782.0,1793,7989.0,0.8859999999999999,3672.0,75.0,0.9229999999999999,0.183
4485,Existing Customer,47.0,F,4,Graduate,Married,Less than $40K,Blue,39,3,3.0,2.0,3144.0,0,3144.0,0.561,3774.0,80.0,0.818,0.0
4486,Attrited Customer,47.0,M,2,Graduate,Married,$40K - $60K,Blue,42,6,3.0,3.0,4738.0,0,4738.0,0.6409999999999999,1900.0,36.0,0.5,0.0
4487,Attrited Customer,46.0,F,3,High School,Single,Unknown,Silver,36,4,2.0,3.0,34516.0,154,34362.0,0.602,1987.0,46.0,0.586,0.004
4488,Existing Customer,35.0,F,1,Unknown,Married,Less than $40K,Blue,29,4,2.0,3.0,1438.3,856,582.3,0.792,4432.0,92.0,0.736,0.595
4489,Attrited Customer,43.0,M,2,College,Divorced,$120K +,Blue,37,4,1.0,2.0,34516.0,0,34516.0,0.536,1370.0,38.0,0.35700000000000004,0.0
4490,Existing Customer,32.0,F,0,Uneducated,Married,Less than $40K,Blue,23,5,2.0,4.0,2156.0,1114,1042.0,0.603,4106.0,66.0,0.833,0.517
4491,Existing Customer,63.0,F,0,College,Single,Less than $40K,Blue,44,3,4.0,2.0,1938.0,0,1938.0,0.536,3974.0,56.0,0.9309999999999999,0.0
4492,Existing Customer,61.0,F,1,Graduate,Single,Less than $40K,Blue,52,3,3.0,1.0,1438.3,0,1438.3,0.925,3560.0,67.0,0.861,0.0
4493,Attrited Customer,54.0,F,2,Graduate,Married,Unknown,Blue,44,2,3.0,3.0,3781.0,1692,2089.0,0.7909999999999999,2310.0,43.0,0.72,0.44799999999999995
4494,Existing Customer,48.0,M,3,High School,Married,$60K - $80K,Gold,37,6,2.0,0.0,34516.0,1948,32568.0,0.6659999999999999,4539.0,75.0,0.705,0.055999999999999994
4495,Existing Customer,49.0,M,1,High School,Single,$120K +,Blue,44,6,2.0,3.0,1438.3,1058,380.3,0.56,4109.0,72.0,0.8,0.736
4496,Attrited Customer,49.0,M,3,Graduate,Single,$80K - $120K,Blue,36,3,2.0,1.0,3261.0,0,3261.0,1.012,3081.0,50.0,0.667,0.0
4497,Existing Customer,35.0,F,3,Graduate,Single,Less than $40K,Blue,23,6,3.0,1.0,2211.0,1370,841.0,0.7809999999999999,4359.0,79.0,0.927,0.62
4498,Existing Customer,39.0,F,2,Unknown,Single,Unknown,Blue,28,6,2.0,2.0,1493.0,792,701.0,0.688,4131.0,80.0,0.7020000000000001,0.53
4499,Existing Customer,48.0,F,3,Post-Graduate,Married,Unknown,Blue,36,3,1.0,3.0,20631.0,2048,18583.0,0.6759999999999999,4827.0,77.0,0.711,0.099
4500,Existing Customer,53.0,F,3,Doctorate,Married,Less than $40K,Blue,33,6,2.0,1.0,2255.0,1647,608.0,0.848,4270.0,76.0,0.767,0.73
4501,Existing Customer,51.0,M,3,Uneducated,Married,$80K - $120K,Blue,42,5,1.0,3.0,1507.0,961,546.0,0.6779999999999999,4126.0,90.0,0.667,0.638
